Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Charles Nolte","MIN","A,A+,R","21-23",178,0.31926606,3.0625,0.13167939,0.65458015,0.21374046,0.15178571,0.07142857,0.45372051,0.20689655,0.33938294,0.22634643,358,1016,1374,"sa389662"
"Lee Martin","MIN","R","21-22",45.1,0.31343284,2.34375,0.144,0.6,0.256,0.34375,0.0625,0.43382353,0.28676471,0.27941176,0.27631579,124,256,380,"sa389667"
"Brandon Miller","COL","A-,R","22-23",83.2,0.3630137,1.74157303,0.1316726,0.55160142,0.31672598,0.07865169,0.04494382,0.38013699,0.17808219,0.44178082,0.18864469,99,447,546,"sa389670"
"Spencer Steedley","MIN","A,A+,AA,R","22-26",262.2,0.3119015,1.61363636,0.19916435,0.49442897,0.30640669,0.15454545,0.06363636,0.42083897,0.25981055,0.31935047,0.2616092,588,1587,2175,"sa389672"
"Adam Mills","BOS","A-,A+,AA,AAA","22-25",452.2,0.31838856,1.18632479,0.1645983,0.4532985,0.3821032,0.18461538,0.06666667,0.44027954,0.23443456,0.3252859,0.12110131,1235,3414,4649,"sa389674"
"P.J. Dean","WSN","A-,R","18-19",77,0.23584906,0.76635514,0.08695652,0.39613527,0.51690821,0.25233645,0.02803738,0.42790698,0.26511628,0.30697674,0.27413127,118,400,518,"sa389681"
"Adrian Alaniz","WSN","A-,A+,AA","23-27",392.2,0.27837838,1.04893617,0.1261343,0.44736842,0.42649728,0.22765957,0.06170213,0.50043975,0.22075638,0.27880387,0.26901004,607,2181,2788,"sa389682"
"Randy Boone","TOR","A,A+,AA,AAA","23-29",587.2,0.30722559,1.82931354,0.15089087,0.54899777,0.30011136,0.17439703,0.0742115,0.50781671,0.24366577,0.24851752,0.20073345,1425,3756,5181,"sa389685"
"Joseph Krebs","CIN","A,A+,AA,AAA,R","22-26",262.1,0.29923274,1.17037037,0.22691293,0.41688654,0.35620053,0.21851852,0.04814815,0.42244641,0.26355612,0.31399748,0.14276094,1014,1956,2970,"sa389686"
"Bryan Henry","ARI","A,A+,AA,AAA,R","22-28",548,0.30593607,0.81303813,0.16957746,0.37239437,0.45802817,0.22140221,0.08487085,0.42157402,0.263071,0.31535498,0.1110402,1896,4372,6268,"sa389691"
"Eric Berger","CLE","A,A-,A+,AA,AAA","22-29",570,0.30104231,1.14832536,0.17005545,0.44362292,0.38632163,0.20414673,0.07974482,0.46443515,0.23371189,0.30185296,0.17111987,2335,4514,6849,"sa389697"
"Patrick Arnold","WSN","A,A-,R","18-22",215.1,0.35123367,1.05617978,0.18906942,0.41654357,0.394387,0.21348315,0.07490637,0.47531735,0.2651622,0.25952045,0.22715895,326,1272,1598,"sa389699"
"Jeff Mandel","WSN","A,A-,A+,AA,AAA","22-28",821.1,0.31898165,1.40888889,0.17472402,0.48267986,0.34259612,0.19111111,0.07222222,0.45568224,0.2427363,0.30158146,0.13060671,2759,6092,8851,"sa389701"
"Matt Teague","SDP","A,A-,A+,AAA","22-24",235.2,0.33121019,1.27931034,0.14819588,0.47809278,0.37371134,0.16206897,0.0862069,0.41409147,0.2447466,0.34116193,0.21142857,384,1366,1750,"sa389708"
"Allen Harrington","SDP","A,A-,A+","20-22",172,0.34831461,1.83018868,0.13793103,0.55747126,0.3045977,0.19496855,0.06918239,0.42568807,0.26972477,0.30458716,0.23397914,294,1048,1342,"sa389711"
"Scott Meyer","CHC","A+,R","21-21",36,0.29565217,1.85294118,0.11009174,0.57798165,0.31192661,0.26470588,0,0.42105263,0.31578947,0.26315789,0.24090909,30,190,220,"sa389714"
"Seth Garrison","BOS","A-,A+,AA,R","22-25",237,0.2987013,1.28455285,0.18313953,0.45930233,0.35755814,0.17073171,0.06910569,0.45609065,0.26203966,0.28186969,0.27709557,434,1439,1873,"sa389718"
"Chance Corgan","SFG","A,A-,R","21-23",118,0.32171582,1.48387097,0.15151515,0.50688705,0.3415978,0.18548387,0.06451613,0.44827586,0.24668435,0.30503979,0.27560051,131,660,791,"sa389722"
"Omar Arif","ARI","A-","22-22",49,0.33918129,1.46938776,0.2797619,0.42857143,0.29166667,0.16326531,0.08163265,0.46022727,0.22727273,0.3125,0.23714286,75,275,350,"sa389729"
"Adam McDaniel","SDP","A-,R","22-22",18.2,0.30357143,0.84615385,0.09433962,0.41509434,0.49056604,0.26923077,0.07692308,0.36842105,0.26315789,0.36842105,0.22424242,61,104,165,"sa389730"
"Stephen Dodson","COL","A,A+,AA,AAA","23-26",211.2,0.30875576,1.86772487,0.15444618,0.55070203,0.29485179,0.13227513,0.07407407,0.5,0.22809668,0.27190332,0.16315789,827,1643,2470,"sa389731"
"Tyler Davis","SDP","A,A-,AAA,R","22-23",83.2,0.29477612,2.359375,0.14,0.604,0.256,0.21875,0.109375,0.43703704,0.22592593,0.33703704,0.23287671,165,492,657,"sa389734"
"Ian Harrington","ARI","A,A-","22-23",135,0.34171908,1.25,0.17484009,0.45842217,0.36673774,0.16860465,0.09302326,0.49387755,0.20612245,0.3,0.18287526,187,759,946,"sa389735"
"Paige Dumont","PHI","A,A-","24-24",41.1,0.28225806,2.46666667,0.0877193,0.64912281,0.26315789,0.03333333,0.03333333,0.30645161,0.27419355,0.41935484,0.29268293,56,231,287,"sa389738"
"Bryan Oland","SDP","A,A+,AA,R","22-25",168.2,0.32112069,1.55333333,0.14888889,0.51777778,0.33333333,0.16666667,0.05333333,0.46595745,0.22340426,0.3106383,0.28776042,344,1192,1536,"sa389739"
"Brent Lysander","OAK","A,A-","22-23",108.1,0.33421751,1.47244094,0.15135135,0.50540541,0.34324324,0.23622047,0.06299213,0.47258486,0.23237598,0.29503916,0.20402685,171,574,745,"sa389740"
"Paul Koss","LAD","A+,AA,R","22-25",149.1,0.32142857,0.96984925,0.1070615,0.43963554,0.45330296,0.15075377,0.05527638,0.38949672,0.24070022,0.36980306,0.21177315,390,1003,1393,"sa389747"
"Brad Meyers","WSN","A,A-,A+,AA,AAA,R","21-28",483.2,0.31622177,1.25093633,0.17274604,0.45973847,0.36751549,0.24157303,0.05805243,0.40643863,0.23742455,0.35613682,0.18370015,1194,3395,4589,"sa389750"
"Efrain Nieves","MIL","A,A-,A+,R","17-24",552,0.32009627,1.4822695,0.1416309,0.51256898,0.34580012,0.17730496,0.06205674,0.40965274,0.23543261,0.35491466,0.25381079,956,3177,4133,"sa389754"
"Kristian Bueno","MIL","A-,R","18-22",138.2,0.33940774,1.38461538,0.18028846,0.47596154,0.34375,0.17482517,0.04195804,0.47285068,0.19004525,0.33710407,0.20756235,424,819,1243,"sa389756"
"Joel Morales","MIL","R","18-20",94.2,0.37941176,1.14728682,0.15030675,0.45398773,0.39570552,0.13953488,0.0620155,0.46820809,0.24566474,0.28612717,0.22913907,172,583,755,"sa389765"
"Travis Nevakshonoff","MIL","R","17-19",20.1,0.34567901,1.83333333,0.12820513,0.56410256,0.30769231,0.16666667,0.04166667,0.48192771,0.20481928,0.31325301,0.07943925,109,105,214,"sa389773"
"Corey Frerichs","MIL","A,A+,AA,R","21-25",222.2,0.29930796,1.0210084,0.15465729,0.42706503,0.41827768,0.20588235,0.06722689,0.43559322,0.26949153,0.29491525,0.26440329,563,1381,1944,"sa389774"
"Travis Banwart","OAK","A,A+,AA,AAA","21-33",1042,0.30283912,0.87319885,0.1875,0.37875,0.43375,0.22118156,0.08645533,0.43017949,0.26315789,0.30666261,0.11309743,6180,10098,16278,"sa389775"
"Noah Krol","DET","A,A-,A+,AA,R","23-27",241,0.28129395,2.2,0.17037037,0.57037037,0.25925926,0.14285714,0.08,0.5625879,0.21940928,0.21800281,0.22661703,589,1560,2149,"sa389779"
"Scott Hodsdon","OAK","A,A-,A+,AAA","22-26",397.1,0.3341195,1.40137615,0.15153971,0.49513776,0.35332253,0.1766055,0.07110092,0.46112394,0.25789069,0.28098537,0.24157303,663,2363,3026,"sa389782"
"Aaron Jenkins","OAK","A-","22-22",22.1,0.28205128,1.91666667,0.05405405,0.62162162,0.32432432,0.41666667,0.16666667,0.38461538,0.25641026,0.35897436,0.416,86,164,250,"sa389793"
"Brett Cammons","ATL","A,A+,AA,R","21-26",256,0.27572016,1.2527881,0.15363128,0.47067039,0.37569832,0.16728625,0.10037175,0.51871658,0.23930481,0.24197861,0.17508897,956,1854,2810,"sa389800"
"Luis Pardo","HOU","A,A-","21-22",98.1,0.34110787,1.13076923,0.18289086,0.43362832,0.38348083,0.26153846,0.07692308,0.47443182,0.23011364,0.29545455,0.18346253,239,535,774,"sa389805"
"Jason Kiley","NYY","A-","22-23",68.2,0.32300885,1.92063492,0.14418605,0.5627907,0.29302326,0.23809524,0.06349206,0.55752212,0.19911504,0.24336283,0.25105485,89,385,474,"sa389806"
"Jonathan Holt","CLE","A,A-,A+","21-23",190,0.30182421,1.53030303,0.16080402,0.50753769,0.33165829,0.19191919,0.1010101,0.44694534,0.22990354,0.32315113,0.25669291,196,1074,1270,"sa389816"
"Scott Leffler","TOR","A-,R","22-23",34.1,0.28409091,1,0.12359551,0.43820225,0.43820225,0.20512821,0.05128205,0.41111111,0.22222222,0.36666667,0.30196078,54,201,255,"sa389817"
"Mason Roberts","HOU","R","21-21",18,0.37096774,0.96428571,0.08333333,0.45,0.46666667,0.17857143,0,0.48387097,0.14516129,0.37096774,0.16267943,104,105,209,"sa389822"
"Brian Espersen","HOU","A-","21-21",22,0.36904762,0.6097561,0.18518519,0.30864198,0.50617284,0.19512195,0.07317073,0.47126437,0.22988506,0.29885057,0.17567568,88,134,222,"sa389823"
"Adam Campbell","FLA","A,A-,A+","22-23",44.2,0.336,2.09090909,0.15,0.575,0.275,0.15151515,0.09090909,0.5,0.2265625,0.2734375,0.28488372,67,277,344,"sa389829"
"Brett Robinson","HOU","A,R","22-23",93.2,0.340625,1.38834951,0.22397476,0.4511041,0.32492114,0.17475728,0.11650485,0.46686747,0.28915663,0.2439759,0.23291925,108,536,644,"sa389833"
"Daniel Albritton","CHW","A,A+,R","22-24",140,0.34635417,1.03658537,0.11873351,0.44854881,0.43271768,0.17682927,0.09756098,0.44080605,0.24685139,0.31234257,0.36424474,132,914,1046,"sa389834"
"Danny Gil","HOU","A-,R","22-23",43.1,0.36220472,1.0212766,0.22131148,0.39344262,0.3852459,0.23404255,0.08510638,0.48854962,0.19083969,0.32061069,0.29842932,95,287,382,"sa389835"
"Manny Miguelez","DET","A,A-,R","21-22",175.1,0.31743119,2.08275862,0.15819209,0.56873823,0.27306968,0.14482759,0.05517241,0.39492754,0.22282609,0.38224638,0.22154316,346,963,1309,"sa389836"
"Nathan Vineyard","NYM","A,R","18-19",35.1,0.34862385,1.12244898,0.06306306,0.4954955,0.44144144,0.18367347,0.10204082,0.44347826,0.24347826,0.31304348,0.31632653,66,228,294,"sa389837"
"Guillaume Leduc","NYM","A,A-,R","19-23",193.1,0.31189711,1.15384615,0.17377049,0.44262295,0.38360656,0.1965812,0.07692308,0.50858034,0.22464899,0.26677067,0.25581395,302,1074,1376,"sa389838"
"Daniel McDonald","NYM","A-","21-21",25.2,0.17857143,1.0952381,0.1372549,0.45098039,0.41176471,0.33333333,0,0.48148148,0.22222222,0.2962963,0.23348018,86,141,227,"sa389839"
"Dan Merklinger","MIL","A,A+,AA,AAA,R","21-26",586,0.30347349,1.15555556,0.1617284,0.44938272,0.38888889,0.17936508,0.08095238,0.44917258,0.25827423,0.29255319,0.17553744,2238,4507,6745,"sa389840"
"Nicholas Abbott","NYM","R","18-18",16,0.32142857,1.5,0.11764706,0.52941176,0.35294118,0.11111111,0,0.47272727,0.30909091,0.21818182,0.17021277,55,86,141,"sa389844"
"Will Latimer","BOS","A,A-,A+,AA,AAA,R","21-27",316.2,0.31979167,1.37356322,0.13052632,0.50315789,0.36631579,0.13793103,0.06896552,0.43002028,0.21906694,0.35091278,0.18529862,984,2281,3265,"sa389847"
"Mitch Hodge","KCR","A,R","18-22",217.1,0.34552846,1.75586854,0.16500711,0.53200569,0.3029872,0.15023474,0.04225352,0.3781965,0.23418573,0.38761777,0.17882226,613,1238,1851,"sa389854"
"Casey Feickert","KCR","R","18-19",28,0.45918367,0.80434783,0.1443299,0.3814433,0.4742268,0.15217391,0.04347826,0.36363636,0.35353535,0.28282828,0.26033058,71,171,242,"sa389858"
"Alex Caldera","KCR","A,A+,AA,AAA,R","21-31",602,0.30940456,1.22799423,0.14648977,0.47042565,0.38308458,0.15295815,0.07647908,0.43073593,0.24080087,0.3284632,0.18419728,1764,4197,5961,"sa389863"
"Matt Mitchell","KCR","A,R","18-22",293.2,0.31285552,0.83804627,0.1743649,0.37644342,0.44919169,0.20051414,0.05655527,0.42444444,0.25111111,0.32444444,0.27923844,527,1679,2206,"sa389864"
"Ivor Hodgson","KCR","A,A+,R","21-25",283.1,0.33255814,1.44827586,0.1456077,0.50541516,0.34897714,0.16206897,0.03793103,0.42316514,0.24885321,0.32798165,0.26924894,509,1608,2117,"sa389867"
"Stephen Flake","FLA","R","23-23",21,0.28070175,0.92307692,0.09090909,0.43636364,0.47272727,0.15384615,0.03846154,0.44827586,0.31034483,0.24137931,0.33783784,23,125,148,"sa389869"
"Mike Lehmann","KCR","A,R","18-21",229,0.30651872,1.20588235,0.16201117,0.45810056,0.37988827,0.17647059,0.08455882,0.46837147,0.22745626,0.30417227,0.21891117,517,1228,1745,"sa389870"
"Dane Secott","KCR","R","22-22",34.1,0.23529412,1.27586207,0.15384615,0.47435897,0.37179487,0.17241379,0,0.5,0.26190476,0.23809524,0.28512397,62,180,242,"sa389871"
"Nicholas Fellman","ATL","A+,R","21-22",82,0.29665072,0.82978723,0.17307692,0.375,0.45192308,0.24468085,0.09574468,0.39351852,0.30092593,0.30555556,0.2962406,148,517,665,"sa389872"
"Matt Klinker","CIN","A,A+,AA,AAA,R","22-26",562,0.31538462,1.12828439,0.18761062,0.43067847,0.38171091,0.187017,0.08655332,0.4513173,0.24684994,0.30183276,0.1279976,2078,4594,6672,"sa389882"
"Shea Snowden","CIN","A,R","18-20",124.1,0.30077121,1.06493506,0.15873016,0.43386243,0.40740741,0.18181818,0.05844156,0.4962406,0.20802005,0.29573935,0.24777778,201,699,900,"sa389883"
"James Adkins","LAD","A,A+,AA,AAA","21-25",371,0.31308811,1.44611529,0.14535902,0.50525394,0.34938704,0.20551378,0.0726817,0.45561139,0.26130653,0.28308208,0.12110092,1885,3020,4905,"sa389889"
"Tim Alderson","SFG","A+,AA,AAA,R","18-26",790.1,0.30390144,1.18102508,0.17661589,0.44586249,0.37752161,0.19847328,0.07633588,0.43366733,0.24208417,0.3242485,0.14889552,2409,5966,8375,"sa389899"
"Michael Main","TEX","A,A-,A+,AA,R","18-22",305.1,0.30830489,0.82481752,0.15635546,0.38132733,0.46231721,0.21167883,0.10705596,0.44408252,0.24647123,0.30944625,0.24959547,664,1808,2472,"sa389900"
"Cole St. Clair","LAD","A,A+,AA,AAA,R","21-25",257,0.3060686,0.97435897,0.16869096,0.41025641,0.42105263,0.23076923,0.04487179,0.37290323,0.24774194,0.37935484,0.11137756,1340,2474,3753,"sa389903"
"Bobby Bramhall","MIL","A,A+,AA,AAA,R","21-27",381.2,0.2967033,0.96610169,0.14391144,0.42066421,0.43542435,0.18432203,0.06355932,0.47232143,0.22857143,0.29910714,0.18374773,1706,3241,4947,"sa389906"
"Jonathan Runnels","LAD","R","22-22",31,0.44444444,1.07692308,0.12903226,0.4516129,0.41935484,0.17948718,0.12820513,0.43157895,0.22105263,0.34736842,0.35416667,69,219,288,"sa389908"
"Casey Lambert","CHC","A,A-,A+,AA,AAA,R","21-24",234.2,0.31347518,1.140625,0.2,0.42627737,0.37372263,0.1953125,0.046875,0.43514644,0.25523013,0.30962343,0.15564516,746,1734,2480,"sa389916"
"Daniel Turpen","SFG","A,A-,A+,AA,AAA,R","20-27",498,0.30717185,1.51552795,0.15916955,0.50657439,0.33425606,0.1863354,0.06625259,0.4474734,0.22273936,0.32978723,0.14704438,2164,3943,6107,"sa389922"
"Justin Jackson","TOR","A,A+,AA","24-26",170.1,0.30384615,1.01801802,0.13513514,0.43629344,0.42857143,0.15765766,0.05405405,0.43527205,0.21013133,0.35459662,0.14454126,710,1241,1951,"sa389926"
"Kyle Lotzkar","CIN","A,A+,AA,R","17-25",419.1,0.30683919,0.93333333,0.19369787,0.3892493,0.41705283,0.27111111,0.08666667,0.44583706,0.23813787,0.31602507,0.17751034,1909,3409,5318,"sa389930"
"Wes Roemer","ARI","A-,A+,AA,AAA","20-25",681,0.31709647,1.13899139,0.17269267,0.44053283,0.3867745,0.18327183,0.10086101,0.49769585,0.24884793,0.25345622,0.12340426,3067,5863,8930,"sa389931"
"Bryan Harris","SEA","A,A-,A+,AA","23-24",86,0.29657795,1.67777778,0.08365019,0.57414449,0.34220532,0.15555556,0.15555556,0.44727273,0.23636364,0.31636364,0.23850575,147,554,696,"sa389936"
"Jon Bachanov","LAA","A,A+,AA,R","20-23",180.1,0.31325301,1.08121827,0.15289256,0.44008264,0.40702479,0.16751269,0.04568528,0.36580517,0.25447316,0.37972167,0.24121501,513,1166,1679,"sa389939"
"Brandon Hamilton","DET","A,R","18-20",190.1,0.30017762,1.09322034,0.12566372,0.45663717,0.41769912,0.20762712,0.06779661,0.47404844,0.24394464,0.28200692,0.2677116,517,1078,1595,"sa389940"
"Garrison Campfield","CLE","A,A-,A+","23-25",128,0.25443787,1.04929577,0.11818182,0.45151515,0.43030303,0.20422535,0.0915493,0.44571429,0.21714286,0.33714286,0.27329193,386,741,1127,"sa390174"
"Kyle Nicholson","SFG","A,A+,R","22-24",344,0.29411765,2.22661871,0.14571429,0.58952381,0.2647619,0.18705036,0.11151079,0.51708218,0.2345337,0.24838412,0.29693924,307,1882,2189,"sa390177"
"Leroy Hunt","CHW","A,A+,AA,R","19-24",303.2,0.31808279,1.92664093,0.14735658,0.56130484,0.29133858,0.18918919,0.05405405,0.47294372,0.24458874,0.28246753,0.17170059,1124,1922,3046,"sa390181"
"Craig Heyer","NYY","A,A-,A+,AA,AAA","21-26",522,0.3040502,1.58422939,0.15771028,0.51635514,0.32593458,0.13620072,0.04301075,0.4392312,0.22837761,0.33239118,0.1405848,1032,3243,4275,"sa390183"
"Dustin Sasser","CHC","A,A-,A+,AA","21-24",235,0.28591549,1.7745098,0.17251462,0.52923977,0.29824561,0.2254902,0.05882353,0.46952909,0.21745152,0.31301939,0.19407133,705,1454,2159,"sa390186"
"Henry Mabee","CHW","A,A+,AA,R","21-27",307.1,0.27964206,2.6010101,0.16510539,0.6030445,0.23185012,0.15656566,0.05555556,0.45576708,0.22844345,0.31578947,0.14936709,1281,2274,3555,"sa390187"
"Ronald Morales","CHW","R","22-23",79.2,0.32916667,1.46753247,0.17030568,0.49344978,0.33624454,0.16883117,0.07792208,0.36065574,0.26639344,0.37295082,0.27257525,144,454,598,"sa390189"
"Eammon Portice","BOS","A,A-,A+,AA,R","22-27",473.1,0.31818182,1.43176734,0.16448885,0.49192929,0.34358186,0.17002237,0.1163311,0.48068351,0.24294205,0.27637444,0.29395218,1068,3198,4266,"sa390191"
"Baron Short","LAA","R","20-21",75.1,0.33478261,1.55405405,0.17105263,0.50438596,0.3245614,0.25675676,0.08108108,0.44206009,0.27038627,0.28755365,0.26058632,184,430,614,"sa390198"
"Nick Hill","SEA","A-,A+,AA,AAA,R","22-30",385.2,0.31647777,1.6734104,0.16816547,0.52068345,0.31115108,0.12716763,0.06936416,0.43321918,0.25599315,0.31078767,0.15558149,1795,3362,5142,"sa390200"
"Michael Anton","LAA","A,A+,AA,R","22-25",475.1,0.30763791,1.03030303,0.18351254,0.41433692,0.40215054,0.22994652,0.07486631,0.44972452,0.23898072,0.31129477,0.14835361,1855,3733,5588,"sa390202"
"Eddie McKiernan","LAA","A,A+,AA,AAA,R","18-24",543,0.30532544,0.89304813,0.16705882,0.39294118,0.44,0.18582888,0.0855615,0.448,0.26457143,0.28742857,0.13754534,2119,4497,6616,"sa390207"
"Tremayne Holland","LAA","R","21-21",27.2,0.35227273,1.26470588,0.09411765,0.50588235,0.4,0.11764706,0.08823529,0.41111111,0.22222222,0.36666667,0.22299652,109,178,287,"sa390210"
"Jordon Towns","LAA","A,A+,R","21-23",121.2,0.30886076,1.29787234,0.14736842,0.48157895,0.37105263,0.16312057,0.06382979,0.41975309,0.23703704,0.34320988,0.20543478,236,684,920,"sa390216"
"Derek Schlecker","LAA","R","22-22",32,0.29906542,1.64516129,0.19607843,0.5,0.30392157,0.19354839,0.03225806,0.45283019,0.24528302,0.30188679,0.23469388,26,170,196,"sa390226"
"Cephas Howard","LAA","A,A+,R","22-24",47,0.3862069,1.375,0.16788321,0.48175182,0.35036496,0.22916667,0.04166667,0.46308725,0.20805369,0.32885906,0.3115942,96,318,414,"sa390230"
"Cory Page","LAA","R","17-17",29.1,0.2688172,1.64,0.22352941,0.48235294,0.29411765,0.24,0.08,0.55319149,0.14893617,0.29787234,0.18257261,76,165,241,"sa390231"
"Isaiah Froneberger","COL","A,A-,A+,AA,R","18-24",312.1,0.34131737,1.14769231,0.15903614,0.44939759,0.39156627,0.19692308,0.08307692,0.41306884,0.26837806,0.31855309,0.24098308,954,2179,3133,"sa390234"
"Cory Riordan","COL","A,A-,A+,AA,AAA","21-30",1051.1,0.33008823,0.97948328,0.20336391,0.3941896,0.40244648,0.20516717,0.08738602,0.41995842,0.25007425,0.32996733,0.12713517,3786,9035,12821,"sa390235"
"Javier Martinez","SEA","A-,R","22-23",33.2,0.32967033,1.05405405,0.11627907,0.45348837,0.43023256,0.18918919,0.05405405,0.4,0.22222222,0.37777778,0.27419355,117,193,310,"sa390237"
"Parker Frazier","COL","A,A-,A+,AA,AAA,R","18-26",879.1,0.33058419,1.65202703,0.181439,0.50990615,0.30865485,0.16779279,0.0777027,0.48772284,0.22906155,0.28321561,0.13230166,2780,6396,9176,"sa390238"
"George Biddle","KCR","A,R","22-22",31.2,0.33009709,0.91304348,0.10204082,0.42857143,0.46938776,0.13043478,0.02173913,0.38461538,0.28846154,0.32692308,0.29107981,30,183,213,"sa390243"
"Jeff Fischer","COL","R","21-22",156.2,0.32119914,1.025,0.14376321,0.43340381,0.42283298,0.17,0.135,0.45891784,0.25450902,0.28657315,0.31272401,167,949,1116,"sa390244"
"Andrew Groves","COL","A,A-","22-23",53.2,0.38650307,1.0877193,0.19594595,0.41891892,0.38513514,0.26315789,0.03508772,0.43225806,0.20645161,0.36129032,0.222,192,308,500,"sa390248"
"Mitch Lively","COL","A,A+,AA,AAA,R","21-31",717.2,0.29315333,1.18424566,0.20039101,0.43352884,0.36608016,0.22830441,0.0694259,0.38999056,0.23607177,0.37393768,0.11802217,3646,6547,10193,"sa390254"
"Austin Chambliss","COL","A-,A+,AA","20-22",144.1,0.30339806,1.28571429,0.2039801,0.44776119,0.34825871,0.18571429,0.05,0.35507246,0.27777778,0.36714976,0.22259136,443,1063,1505,"sa390257"
"David Mixon","SFG","A,A-,A+,AA,AAA","22-26",349,0.29626079,1.79,0.18737864,0.52135922,0.29126214,0.14333333,0.08,0.48966165,0.23026316,0.28007519,0.25422427,568,2036,2604,"sa390259"
"Randall Taylor","COL","A,A+,R","22-24",133,0.32663317,0.77297297,0.16326531,0.36479592,0.47193878,0.25945946,0.08108108,0.44607843,0.25245098,0.30147059,0.27766393,194,782,976,"sa390261"
"Craig Rodriguez","COL","A,A-,A+,R","22-24",111.2,0.32475884,1.025,0.19,0.41,0.4,0.275,0.025,0.39490446,0.27707006,0.32802548,0.30902778,187,677,864,"sa390268"
"Will Kline","TBD","A","22-22",29,0.36956522,1.3125,0.21276596,0.44680851,0.34042553,0.21875,0.125,0.52083333,0.1875,0.29166667,0.30973451,46,180,226,"sa390273"
"Andres Marrero","COL","R","18-19",42.2,0.39455782,1.1,0.125,0.45833333,0.41666667,0.16666667,0.1,0.48026316,0.23026316,0.28947368,0.21105528,116,282,398,"sa390277"
"Joey Williamson","COL","A,A-,A+,AA,AAA,R","21-26",366.2,0.31434385,0.94878049,0.18469388,0.39693878,0.41836735,0.24634146,0.07073171,0.44609298,0.22354105,0.33036597,0.18771567,1375,2972,4347,"sa390279"
"Zachary Pitts","STL","A-","22-22",51.2,0.27272727,0.94366197,0.13207547,0.42138365,0.44654088,0.21126761,0.02816901,0.43712575,0.21556886,0.34730539,0.21008403,74,283,357,"sa390302"
"Joshua Johnson","TBD","A,A-","22-23",151,0.28941685,1.18435754,0.16094421,0.45493562,0.38412017,0.25139665,0.10614525,0.45322245,0.20997921,0.33679834,0.18353832,252,805,1057,"sa390304"
